siteid,sitename,itemid,itemname,itemengname,itemunit,monitormonth,concentration
83,麥寮,10,風速,WIND_SPEED,m/sec,202502,4.8
83,麥寮,14,溫度,AMB_TEMP,℃,202502,16.4
83,麥寮,31,甲烷,CH4,ppm,202502,2.2
83,麥寮,33,細懸浮微粒,PM2.5,μg/m3,202502,20
83,麥寮,38,相對濕度,RH,%,202502,88
83,麥寮,143,小時風速值,WS_HR,m/sec,202502,4.4
84,富貴角,1,二氧化硫,SO2,ppb,202502,0.3
84,富貴角,2,一氧化碳,CO,ppm,202502,0.2
84,富貴角,6,一氧化氮,NO,ppb,202502,0.1
84,富貴角,7,二氧化氮,NO2,ppb,202502,2
84,富貴角,8,總碳氫化物,THC,ppm,202502,2.02
84,富貴角,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.02
84,富貴角,10,風速,WIND_SPEED,m/sec,202502,6.9
84,富貴角,14,溫度,AMB_TEMP,℃,202502,15.5
84,富貴角,31,甲烷,CH4,ppm,202502,2
84,富貴角,33,細懸浮微粒,PM2.5,μg/m3,202502,14
84,富貴角,36,二氧化碳,CO2,ppm,202502,x
84,富貴角,38,相對濕度,RH,%,202502,80
84,富貴角,143,小時風速值,WS_HR,m/sec,202502,6.8
85,大城,1,二氧化硫,SO2,ppb,202502,0.9
85,大城,2,一氧化碳,CO,ppm,202502,0.21
85,大城,3,臭氧,O3,ppb,202502,45
85,大城,4,懸浮微粒,PM10,μg/m3,202502,35
85,大城,5,氮氧化物,NOx,ppb,202502,5.4
85,大城,6,一氧化氮,NO,ppb,202502,1.3
85,大城,7,二氧化氮,NO2,ppb,202502,4
85,大城,8,總碳氫化物,THC,ppm,202502,2.08
85,大城,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.01
85,大城,10,風速,WIND_SPEED,m/sec,202502,6.1
85,大城,14,溫度,AMB_TEMP,℃,202502,16.1
85,大城,33,細懸浮微粒,PM2.5,μg/m3,202502,18
85,大城,38,相對濕度,RH,%,202502,88
85,大城,143,小時風速值,WS_HR,m/sec,202502,5.9
139,員林,1,二氧化硫,SO2,ppb,202502,1.3
139,員林,2,一氧化碳,CO,ppm,202502,0.33
139,員林,3,臭氧,O3,ppb,202502,32
139,員林,4,懸浮微粒,PM10,μg/m3,202502,34
139,員林,5,氮氧化物,NOx,ppb,202502,12.8
139,員林,6,一氧化氮,NO,ppb,202502,2.1
139,員林,7,二氧化氮,NO2,ppb,202502,10
139,員林,8,總碳氫化物,THC,ppm,202502,2.21
139,員林,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.09
18,大園,1,二氧化硫,SO2,ppb,202502,1.8
17,桃園,143,小時風速值,WS_HR,m/sec,202502,1.9
16,大同,6,一氧化氮,NO,ppb,202502,21.3
1,基隆,1,二氧化硫,SO2,ppb,202502,1.2
1,基隆,2,一氧化碳,CO,ppm,202502,0.31
1,基隆,3,臭氧,O3,ppb,202502,38
1,基隆,5,氮氧化物,NOx,ppb,202502,9.9
1,基隆,6,一氧化氮,NO,ppb,202502,1.6
1,基隆,7,二氧化氮,NO2,ppb,202502,8
1,基隆,8,總碳氫化物,THC,ppm,202502,2.17
1,基隆,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.05
1,基隆,10,風速,WIND_SPEED,m/sec,202502,1.3
3,萬里,6,一氧化氮,NO,ppb,202502,0.9
3,萬里,7,二氧化氮,NO2,ppb,202502,4
3,萬里,10,風速,WIND_SPEED,m/sec,202502,4.8
4,新店,14,溫度,AMB_TEMP,℃,202502,16.3
5,土城,3,臭氧,O3,ppb,202502,33
5,土城,4,懸浮微粒,PM10,μg/m3,202502,25
5,土城,5,氮氧化物,NOx,ppb,202502,15.4
5,土城,6,一氧化氮,NO,ppb,202502,2.6
5,土城,7,二氧化氮,NO2,ppb,202502,12
5,土城,8,總碳氫化物,THC,ppm,202502,2.08
6,板橋,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.08
6,板橋,10,風速,WIND_SPEED,m/sec,202502,1.8
6,板橋,14,溫度,AMB_TEMP,℃,202502,16.6
6,板橋,31,甲烷,CH4,ppm,202502,2.11
6,板橋,33,細懸浮微粒,PM2.5,μg/m3,202502,13
9,林口,3,臭氧,O3,ppb,202502,36
11,士林,5,氮氧化物,NOx,ppb,202502,11.2
12,中山,3,臭氧,O3,ppb,202502,27
12,中山,4,懸浮微粒,PM10,μg/m3,202502,29
12,中山,5,氮氧化物,NOx,ppb,202502,25.8
12,中山,6,一氧化氮,NO,ppb,202502,6.1
12,中山,7,二氧化氮,NO2,ppb,202502,19
12,中山,8,總碳氫化物,THC,ppm,202502,2.31
12,中山,9,非甲烷碳氫化合物,NMHC,ppm,202502,0.08
12,中山,10,風速,WIND_SPEED,m/sec,202502,1.8
12,中山,14,溫度,AMB_TEMP,℃,202502,16.7
12,中山,31,甲烷,CH4,ppm,202502,2.23
14,古亭,31,甲烷,CH4,ppm,202502,2.06
139,Yuanlin,5,,NOx,ppb,202503,13.3
1,Keelung,1,,SO2,ppb,202503,1.5
1,Keelung,2,,CO,ppm,202503,0.32
1,Keelung,3,,O3,ppb,202503,35
1,Keelung,4,,PM10,μg/m3,202503,24
1,Keelung,5,,NOx,ppb,202503,14.3
1,Keelung,6,,NO,ppb,202503,2.5
1,Keelung,7,,NO2,ppb,202503,11
1,Keelung,8,,THC,ppm,202503,2.23
1,Keelung,9,,NMHC,ppm,202503,0.07
1,Keelung,10,,WIND_SPEED,m/sec,202503,1
1,Keelung,14,,AMB_TEMP,℃,202503,17.9
1,Keelung,31,,CH4,ppm,202503,2.15
1,Keelung,33,,PM2.5,μg/m3,202503,12.5
1,Keelung,38,,RH,%,202503,81
1,Keelung,143,,WS_HR,m/sec,202503,0.7
2,Xizhi,1,,SO2,ppb,202503,1.5
2,Xizhi,2,,CO,ppm,202503,0.33
2,Xizhi,3,,O3,ppb,202503,29
2,Xizhi,4,,PM10,μg/m3,202503,25
2,Xizhi,5,,NOx,ppb,202503,23
2,Xizhi,6,,NO,ppb,202503,5.2
2,Xizhi,7,,NO2,ppb,202503,17
2,Xizhi,10,,WIND_SPEED,m/sec,202503,1.2
2,Xizhi,14,,AMB_TEMP,℃,202503,18.6
2,Xizhi,33,,PM2.5,μg/m3,202503,15.4
2,Xizhi,38,,RH,%,202503,83
2,Xizhi,143,,WS_HR,m/sec,202503,1
3,Wanli,1,,SO2,ppb,202503,0.8
3,Wanli,2,,CO,ppm,202503,0.23
3,Wanli,3,,O3,ppb,202503,43
3,Wanli,4,,PM10,μg/m3,202503,39
3,Wanli,5,,NOx,ppb,202503,6.3
3,Wanli,6,,NO,ppb,202503,1.1
3,Wanli,7,,NO2,ppb,202503,5
3,Wanli,10,,WIND_SPEED,m/sec,202503,4.1
3,Wanli,14,,AMB_TEMP,℃,202503,17.7
3,Wanli,33,,PM2.5,μg/m3,202503,13.3
3,Wanli,38,,RH,%,202503,87
3,Wanli,143,,WS_HR,m/sec,202503,3.8
4,Xindian,1,,SO2,ppb,202503,0.7
4,Xindian,2,,CO,ppm,202503,0.32
4,Xindian,3,,O3,ppb,202503,36
4,Xindian,4,,PM10,μg/m3,202503,23
4,Xindian,5,,NOx,ppb,202503,15.3
4,Xindian,6,,NO,ppb,202503,1.9
4,Xindian,7,,NO2,ppb,202503,13
4,Xindian,10,,WIND_SPEED,m/sec,202503,1.3
4,Xindian,14,,AMB_TEMP,℃,202503,18.8
4,Xindian,33,,PM2.5,μg/m3,202503,12.3
4,Xindian,38,,RH,%,202503,77
4,Xindian,143,,WS_HR,m/sec,202503,1
5,Tucheng,1,,SO2,ppb,202503,1
5,Tucheng,2,,CO,ppm,202503,0.4
5,Tucheng,3,,O3,ppb,202503,34
5,Tucheng,4,,PM10,μg/m3,202503,29
5,Tucheng,5,,NOx,ppb,202503,20.2
5,Tucheng,6,,NO,ppb,202503,3.2
5,Tucheng,7,,NO2,ppb,202503,16
5,Tucheng,8,,THC,ppm,202503,2.2
5,Tucheng,9,,NMHC,ppm,202503,0.13
5,Tucheng,10,,WIND_SPEED,m/sec,202503,1.2
5,Tucheng,14,,AMB_TEMP,℃,202503,19.2
5,Tucheng,31,,CH4,ppm,202503,2.06
5,Tucheng,33,,PM2.5,μg/m3,202503,17
5,Tucheng,38,,RH,%,202503,79
5,Tucheng,143,,WS_HR,m/sec,202503,0.5
6,Banqiao,1,,SO2,ppb,202503,1.2
6,Banqiao,2,,CO,ppm,202503,0.45
6,Banqiao,3,,O3,ppb,202503,33
6,Banqiao,4,,PM10,μg/m3,202503,27
6,Banqiao,5,,NOx,ppb,202503,23
6,Banqiao,6,,NO,ppb,202503,3.4
6,Banqiao,7,,NO2,ppb,202503,19
6,Banqiao,8,,THC,ppm,202503,2.29
6,Banqiao,9,,NMHC,ppm,202503,0.14
6,Banqiao,10,,WIND_SPEED,m/sec,202503,1.6
6,Banqiao,14,,AMB_TEMP,℃,202503,19.2
6,Banqiao,31,,CH4,ppm,202503,2.14
6,Banqiao,33,,PM2.5,μg/m3,202503,15.1
6,Banqiao,38,,RH,%,202503,75
6,Banqiao,143,,WS_HR,m/sec,202503,1.3
7,Xinzhuang,1,,SO2,ppb,202503,0.7
7,Xinzhuang,2,,CO,ppm,202503,0.39
7,Xinzhuang,3,,O3,ppb,202503,32
7,Xinzhuang,4,,PM10,μg/m3,202503,26
7,Xinzhuang,5,,NOx,ppb,202503,20.8
7,Xinzhuang,6,,NO,ppb,202503,3.8
7,Xinzhuang,7,,NO2,ppb,202503,16
7,Xinzhuang,10,,WIND_SPEED,m/sec,202503,2.4
7,Xinzhuang,14,,AMB_TEMP,℃,202503,18.5
7,Xinzhuang,33,,PM2.5,μg/m3,202503,16.4
7,Xinzhuang,38,,RH,%,202503,79
7,Xinzhuang,143,,WS_HR,m/sec,202503,2.1
8,Cailiao,1,,SO2,ppb,202503,0.9
8,Cailiao,2,,CO,ppm,202503,0.43
8,Cailiao,3,,O3,ppb,202503,33
8,Cailiao,4,,PM10,μg/m3,202503,26
8,Cailiao,5,,NOx,ppb,202503,23.5
8,Cailiao,6,,NO,ppb,202503,4.1
8,Cailiao,7,,NO2,ppb,202503,19
8,Cailiao,10,,WIND_SPEED,m/sec,202503,1.8
8,Cailiao,14,,AMB_TEMP,℃,202503,19.6
8,Cailiao,33,,PM2.5,μg/m3,202503,16.7
8,Cailiao,38,,RH,%,202503,74
8,Cailiao,143,,WS_HR,m/sec,202503,1.5
9,Linkou,1,,SO2,ppb,202503,1.1
9,Linkou,2,,CO,ppm,202503,0.28
9,Linkou,3,,O3,ppb,202503,38
9,Linkou,4,,PM10,μg/m3,202503,25
9,Linkou,5,,NOx,ppb,202503,16.9
9,Linkou,6,,NO,ppb,202503,3
9,Linkou,7,,NO2,ppb,202503,13
9,Linkou,10,,WIND_SPEED,m/sec,202503,2.4
9,Linkou,14,,AMB_TEMP,℃,202503,16
9,Linkou,33,,PM2.5,μg/m3,202503,13.9
9,Linkou,38,,RH,%,202503,80
9,Linkou,143,,WS_HR,m/sec,202503,2.1
10,Tamsui,1,,SO2,ppb,202503,0.9
10,Tamsui,2,,CO,ppm,202503,0.31
10,Tamsui,3,,O3,ppb,202503,35
10,Tamsui,4,,PM10,μg/m3,202503,27
10,Tamsui,5,,NOx,ppb,202503,13.1
10,Tamsui,6,,NO,ppb,202503,2
10,Tamsui,7,,NO2,ppb,202503,11
10,Tamsui,10,,WIND_SPEED,m/sec,202503,2.1
10,Tamsui,14,,AMB_TEMP,℃,202503,17.2
10,Tamsui,33,,PM2.5,μg/m3,202503,14.8
10,Tamsui,38,,RH,%,202503,x
11,Shilin,1,,SO2,ppb,202503,0.9
11,Shilin,2,,CO,ppm,202503,0.31
11,Shilin,3,,O3,ppb,202503,37
11,Shilin,4,,PM10,μg/m3,202503,25
11,Shilin,5,,NOx,ppb,202503,15.6
11,Shilin,6,,NO,ppb,202503,2.4
11,Shilin,7,,NO2,ppb,202503,13
11,Shilin,10,,WIND_SPEED,m/sec,202503,1.3
11,Shilin,14,,AMB_TEMP,℃,202503,19.1
11,Shilin,33,,PM2.5,μg/m3,202503,13.1
11,Shilin,38,,RH,%,202503,73
11,Shilin,143,,WS_HR,m/sec,202503,0.8
12,Zhongshan,1,,SO2,ppb,202503,1.1
12,Zhongshan,2,,CO,ppm,202503,0.46
12,Zhongshan,3,,O3,ppb,202503,29
12,Zhongshan,4,,PM10,μg/m3,202503,29
12,Zhongshan,5,,NOx,ppb,202503,28.6
12,Zhongshan,6,,NO,ppb,202503,6.3
12,Zhongshan,7,,NO2,ppb,202503,22
12,Zhongshan,8,,THC,ppm,202503,2.33
12,Zhongshan,9,,NMHC,ppm,202503,0.09
12,Zhongshan,10,,WIND_SPEED,m/sec,202503,1.6
12,Zhongshan,14,,AMB_TEMP,℃,202503,19.3
12,Zhongshan,31,,CH4,ppm,202503,2.24
12,Zhongshan,33,,PM2.5,μg/m3,202503,15.5
12,Zhongshan,38,,RH,%,202503,68
12,Zhongshan,143,,WS_HR,m/sec,202503,1.1
13,Wanhua,1,,SO2,ppb,202503,0.8
13,Wanhua,2,,CO,ppm,202503,0.42
13,Wanhua,3,,O3,ppb,202503,31
13,Wanhua,4,,PM10,μg/m3,202503,27
13,Wanhua,5,,NOx,ppb,202503,24.5
13,Wanhua,6,,NO,ppb,202503,3.7
13,Wanhua,7,,NO2,ppb,202503,20
13,Wanhua,8,,THC,ppm,202503,2.31
13,Wanhua,9,,NMHC,ppm,202503,0.1
13,Wanhua,10,,WIND_SPEED,m/sec,202503,1.4
13,Wanhua,14,,AMB_TEMP,℃,202503,19.3
13,Wanhua,31,,CH4,ppm,202503,2.21
13,Wanhua,33,,PM2.5,μg/m3,202503,14.3
13,Wanhua,38,,RH,%,202503,76
13,Wanhua,143,,WS_HR,m/sec,202503,1.1
14,Guting,1,,SO2,ppb,202503,1.3
14,Guting,2,,CO,ppm,202503,0.34
14,Guting,3,,O3,ppb,202503,35
14,Guting,4,,PM10,μg/m3,202503,24
14,Guting,5,,NOx,ppb,202503,17.5
14,Guting,6,,NO,ppb,202503,2.4
14,Guting,7,,NO2,ppb,202503,15
14,Guting,8,,THC,ppm,202503,2.17
14,Guting,9,,NMHC,ppm,202503,0.09
14,Guting,10,,WIND_SPEED,m/sec,202503,1.3
14,Guting,14,,AMB_TEMP,℃,202503,19.3
14,Guting,31,,CH4,ppm,202503,2.06
14,Guting,33,,PM2.5,μg/m3,202503,15.3
14,Guting,38,,RH,%,202503,75
14,Guting,143,,WS_HR,m/sec,202503,0.9
15,Songshan,1,,SO2,ppb,202503,1.4
15,Songshan,2,,CO,ppm,202503,0.36
15,Songshan,3,,O3,ppb,202503,29
15,Songshan,4,,PM10,μg/m3,202503,24
15,Songshan,5,,NOx,ppb,202503,24.8
15,Songshan,6,,NO,ppb,202503,4.8
15,Songshan,7,,NO2,ppb,202503,19
15,Songshan,8,,THC,ppm,202503,2.18
15,Songshan,9,,NMHC,ppm,202503,0.1
15,Songshan,10,,WIND_SPEED,m/sec,202503,1.3
15,Songshan,14,,AMB_TEMP,℃,202503,18.9
15,Songshan,31,,CH4,ppm,202503,2.06
15,Songshan,33,,PM2.5,μg/m3,202503,16
15,Songshan,38,,RH,%,202503,77
15,Songshan,143,,WS_HR,m/sec,202503,1.2
16,Datong,1,,SO2,ppb,202503,1.2
16,Datong,2,,CO,ppm,202503,0.78
16,Datong,3,,O3,ppb,202503,21
16,Datong,4,,PM10,μg/m3,202503,29
16,Datong,5,,NOx,ppb,202503,50.4
16,Datong,6,,NO,ppb,202503,20.5
16,Datong,7,,NO2,ppb,202503,29
16,Datong,8,,THC,ppm,202503,2.47
16,Datong,9,,NMHC,ppm,202503,0.21
16,Datong,10,,WIND_SPEED,m/sec,202503,
16,Datong,14,,AMB_TEMP,℃,202503,
16,Datong,31,,CH4,ppm,202503,2.25
16,Datong,33,,PM2.5,μg/m3,202503,18.3
16,Datong,38,,RH,%,202503,73
16,Datong,143,,WS_HR,m/sec,202503,
17,Taoyuan,1,,SO2,ppb,202503,1.5
17,Taoyuan,2,,CO,ppm,202503,0.44
17,Taoyuan,3,,O3,ppb,202503,34
17,Taoyuan,4,,PM10,μg/m3,202503,28
17,Taoyuan,5,,NOx,ppb,202503,20.2
17,Taoyuan,6,,NO,ppb,202503,3
17,Taoyuan,7,,NO2,ppb,202503,17
17,Taoyuan,8,,THC,ppm,202503,2.34
17,Taoyuan,9,,NMHC,ppm,202503,0.14
17,Taoyuan,10,,WIND_SPEED,m/sec,202503,1.9
17,Taoyuan,14,,AMB_TEMP,℃,202503,18.4
17,Taoyuan,31,,CH4,ppm,202503,2.19
17,Taoyuan,33,,PM2.5,μg/m3,202503,16.4
17,Taoyuan,38,,RH,%,202503,77
17,Taoyuan,143,,WS_HR,m/sec,202503,1.6
18,Dayuan,1,,SO2,ppb,202503,1.9
18,Dayuan,2,,CO,ppm,202503,0.27
18,Dayuan,3,,O3,ppb,202503,37
18,Dayuan,4,,PM10,μg/m3,202503,30
18,Dayuan,5,,NOx,ppb,202503,17.8
18,Dayuan,6,,NO,ppb,202503,3.1
18,Dayuan,7,,NO2,ppb,202503,14
18,Dayuan,10,,WIND_SPEED,m/sec,202503,4
18,Dayuan,14,,AMB_TEMP,℃,202503,17.7
18,Dayuan,33,,PM2.5,μg/m3,202503,15.2
18,Dayuan,38,,RH,%,202503,77
18,Dayuan,143,,WS_HR,m/sec,202503,3.7
19,Guanyin,1,,SO2,ppb,202503,1.2
19,Guanyin,2,,CO,ppm,202503,0.22
19,Guanyin,3,,O3,ppb,202503,39
19,Guanyin,4,,PM10,μg/m3,202503,31
19,Guanyin,5,,NOx,ppb,202503,11.6
19,Guanyin,6,,NO,ppb,202503,1.4
19,Guanyin,7,,NO2,ppb,202503,10
19,Guanyin,10,,WIND_SPEED,m/sec,202503,4.2
19,Guanyin,14,,AMB_TEMP,℃,202503,17.7
19,Guanyin,33,,PM2.5,μg/m3,202503,16.7
19,Guanyin,38,,RH,%,202503,77
19,Guanyin,143,,WS_HR,m/sec,202503,3.9
20,Pingzhen,1,,SO2,ppb,202503,1.1
20,Pingzhen,2,,CO,ppm,202503,0.34
20,Pingzhen,3,,O3,ppb,202503,35
20,Pingzhen,4,,PM10,μg/m3,202503,29
20,Pingzhen,5,,NOx,ppb,202503,18
20,Pingzhen,6,,NO,ppb,202503,2.4
20,Pingzhen,7,,NO2,ppb,202503,15
20,Pingzhen,10,,WIND_SPEED,m/sec,202503,1.8
20,Pingzhen,14,,AMB_TEMP,℃,202503,18.8
20,Pingzhen,33,,PM2.5,μg/m3,202503,17.2
20,Pingzhen,38,,RH,%,202503,77
20,Pingzhen,143,,WS_HR,m/sec,202503,1.5
21,Longtan,1,,SO2,ppb,202503,1.1
21,Longtan,2,,CO,ppm,202503,0.27
21,Longtan,3,,O3,ppb,202503,36
21,Longtan,4,,PM10,μg/m3,202503,29
21,Longtan,5,,NOx,ppb,202503,14.2
21,Longtan,6,,NO,ppb,202503,1.7
21,Longtan,7,,NO2,ppb,202503,12
21,Longtan,10,,WIND_SPEED,m/sec,202503,3
21,Longtan,14,,AMB_TEMP,℃,202503,18
21,Longtan,33,,PM2.5,μg/m3,202503,15.6
21,Longtan,38,,RH,%,202503,83
21,Longtan,143,,WS_HR,m/sec,202503,2.6
22,Hukou,1,,SO2,ppb,202503,1.6
22,Hukou,2,,CO,ppm,202503,0.25
22,Hukou,3,,O3,ppb,202503,38
22,Hukou,4,,PM10,μg/m3,202503,29
22,Hukou,5,,NOx,ppb,202503,11.7
22,Hukou,6,,NO,ppb,202503,1.2
22,Hukou,7,,NO2,ppb,202503,10
22,Hukou,10,,WIND_SPEED,m/sec,202503,3.5
22,Hukou,14,,AMB_TEMP,℃,202503,18
22,Hukou,33,,PM2.5,μg/m3,202503,16
22,Hukou,38,,RH,%,202503,76
22,Hukou,143,,WS_HR,m/sec,202503,3.1
23,Zhudong,1,,SO2,ppb,202503,0.9
23,Zhudong,2,,CO,ppm,202503,0.25
23,Zhudong,3,,O3,ppb,202503,36
23,Zhudong,4,,PM10,μg/m3,202503,22
23,Zhudong,5,,NOx,ppb,202503,10
23,Zhudong,6,,NO,ppb,202503,1.3
23,Zhudong,7,,NO2,ppb,202503,8
23,Zhudong,10,,WIND_SPEED,m/sec,202503,2.1
23,Zhudong,14,,AMB_TEMP,℃,202503,18.9
23,Zhudong,33,,PM2.5,μg/m3,202503,12.4
23,Zhudong,38,,RH,%,202503,77
23,Zhudong,143,,WS_HR,m/sec,202503,1.7
24,Hsinchu,1,,SO2,ppb,202503,1.6
24,Hsinchu,2,,CO,ppm,202503,0.31
24,Hsinchu,3,,O3,ppb,202503,36
24,Hsinchu,4,,PM10,μg/m3,202503,25
24,Hsinchu,5,,NOx,ppb,202503,14.3
24,Hsinchu,6,,NO,ppb,202503,1.6
24,Hsinchu,7,,NO2,ppb,202503,12
24,Hsinchu,8,,THC,ppm,202503,2.16
24,Hsinchu,9,,NMHC,ppm,202503,0.07
24,Hsinchu,10,,WIND_SPEED,m/sec,202503,2.2
24,Hsinchu,14,,AMB_TEMP,℃,202503,18.6
24,Hsinchu,31,,CH4,ppm,202503,2.08
24,Hsinchu,33,,PM2.5,μg/m3,202503,16.6
24,Hsinchu,38,,RH,%,202503,76
24,Hsinchu,143,,WS_HR,m/sec,202503,1.7
25,Toufen,1,,SO2,ppb,202503,1.6
25,Toufen,2,,CO,ppm,202503,0.28
25,Toufen,3,,O3,ppb,202503,36
25,Toufen,4,,PM10,μg/m3,202503,28
25,Toufen,5,,NOx,ppb,202503,12.4
25,Toufen,6,,NO,ppb,202503,2.1
25,Toufen,7,,NO2,ppb,202503,10
25,Toufen,8,,THC,ppm,202503,2.12
25,Toufen,9,,NMHC,ppm,202503,0.05
25,Toufen,10,,WIND_SPEED,m/sec,202503,2.1
25,Toufen,14,,AMB_TEMP,℃,202503,18.7
25,Toufen,31,,CH4,ppm,202503,2.06
25,Toufen,33,,PM2.5,μg/m3,202503,16.5
25,Toufen,38,,RH,%,202503,72
25,Toufen,143,,WS_HR,m/sec,202503,1.7
26,Miaoli,1,,SO2,ppb,202503,1.6
26,Miaoli,2,,CO,ppm,202503,0.25
26,Miaoli,3,,O3,ppb,202503,35
26,Miaoli,4,,PM10,μg/m3,202503,25
26,Miaoli,5,,NOx,ppb,202503,11
26,Miaoli,6,,NO,ppb,202503,1.7
26,Miaoli,7,,NO2,ppb,202503,9
26,Miaoli,10,,WIND_SPEED,m/sec,202503,2.6
26,Miaoli,14,,AMB_TEMP,℃,202503,18.5
26,Miaoli,33,,PM2.5,μg/m3,202503,15.1
26,Miaoli,38,,RH,%,202503,77
26,Miaoli,143,,WS_HR,m/sec,202503,2.2
27,Sanyi,1,,SO2,ppb,202503,1.2
27,Sanyi,2,,CO,ppm,202503,0.23
27,Sanyi,3,,O3,ppb,202503,38
27,Sanyi,4,,PM10,μg/m3,202503,19
27,Sanyi,5,,NOx,ppb,202503,6.6
27,Sanyi,6,,NO,ppb,202503,1.3
27,Sanyi,7,,NO2,ppb,202503,5
27,Sanyi,10,,WIND_SPEED,m/sec,202503,3.5
27,Sanyi,14,,AMB_TEMP,℃,202503,16.9
27,Sanyi,33,,PM2.5,μg/m3,202503,11.1
27,Sanyi,38,,RH,%,202503,78
27,Sanyi,143,,WS_HR,m/sec,202503,3.2
28,Fengyuan,1,,SO2,ppb,202503,1.3
28,Fengyuan,2,,CO,ppm,202503,0.27
28,Fengyuan,3,,O3,ppb,202503,35
28,Fengyuan,4,,PM10,μg/m3,202503,22
28,Fengyuan,5,,NOx,ppb,202503,9.1
28,Fengyuan,6,,NO,ppb,202503,1.5
28,Fengyuan,7,,NO2,ppb,202503,7
28,Fengyuan,8,,THC,ppm,202503,2.06
28,Fengyuan,9,,NMHC,ppm,202503,0.07
28,Fengyuan,10,,WIND_SPEED,m/sec,202503,2.2
28,Fengyuan,14,,AMB_TEMP,℃,202503,18.9
28,Fengyuan,31,,CH4,ppm,202503,1.99
28,Fengyuan,33,,PM2.5,μg/m3,202503,14.4
28,Fengyuan,38,,RH,%,202503,73
28,Fengyuan,143,,WS_HR,m/sec,202503,1.9
29,Shalu,1,,SO2,ppb,202503,1.3
29,Shalu,2,,CO,ppm,202503,0.28
29,Shalu,3,,O3,ppb,202503,36
29,Shalu,4,,PM10,μg/m3,202503,33
29,Shalu,5,,NOx,ppb,202503,12.3
29,Shalu,6,,NO,ppb,202503,1.6
29,Shalu,7,,NO2,ppb,202503,10
29,Shalu,10,,WIND_SPEED,m/sec,202503,2.8
29,Shalu,14,,AMB_TEMP,℃,202503,19.5
29,Shalu,33,,PM2.5,μg/m3,202503,16.3
29,Shalu,38,,RH,%,202503,73
29,Shalu,143,,WS_HR,m/sec,202503,1
30,Dali,1,,SO2,ppb,202503,1.3
30,Dali,2,,CO,ppm,202503,0.36
30,Dali,3,,O3,ppb,202503,28
30,Dali,4,,PM10,μg/m3,202503,28
30,Dali,5,,NOx,ppb,202503,17.1
30,Dali,6,,NO,ppb,202503,2.1
30,Dali,7,,NO2,ppb,202503,14
30,Dali,8,,THC,ppm,202503,2.33
30,Dali,9,,NMHC,ppm,202503,0.12
30,Dali,10,,WIND_SPEED,m/sec,202503,1.5
30,Dali,14,,AMB_TEMP,℃,202503,20.5
30,Dali,31,,CH4,ppm,202503,2.21
30,Dali,33,,PM2.5,μg/m3,202503,17.9
30,Dali,38,,RH,%,202503,78
30,Dali,143,,WS_HR,m/sec,202503,1.2
31,Zhongming,1,,SO2,ppb,202503,1.5
31,Zhongming,2,,CO,ppm,202503,0.36
31,Zhongming,3,,O3,ppb,202503,28
31,Zhongming,4,,PM10,μg/m3,202503,28
31,Zhongming,5,,NOx,ppb,202503,17.8
31,Zhongming,6,,NO,ppb,202503,3.6
31,Zhongming,7,,NO2,ppb,202503,14
31,Zhongming,8,,THC,ppm,202503,2.22
31,Zhongming,9,,NMHC,ppm,202503,0.1
31,Zhongming,10,,WIND_SPEED,m/sec,202503,1.5
31,Zhongming,14,,AMB_TEMP,℃,202503,20.3
31,Zhongming,31,,CH4,ppm,202503,2.11
31,Zhongming,33,,PM2.5,μg/m3,202503,15.8
31,Zhongming,38,,RH,%,202503,73
31,Zhongming,143,,WS_HR,m/sec,202503,1.1
32,Xitun,1,,SO2,ppb,202503,1.3
32,Xitun,2,,CO,ppm,202503,0.28
32,Xitun,3,,O3,ppb,202503,31
32,Xitun,4,,PM10,μg/m3,202503,30
32,Xitun,5,,NOx,ppb,202503,16.7
32,Xitun,6,,NO,ppb,202503,3.5
32,Xitun,7,,NO2,ppb,202503,13
32,Xitun,8,,THC,ppm,202503,2.22
32,Xitun,9,,NMHC,ppm,202503,0.1
32,Xitun,10,,WIND_SPEED,m/sec,202503,2.4
32,Xitun,14,,AMB_TEMP,℃,202503,20.3
32,Xitun,31,,CH4,ppm,202503,2.1
32,Xitun,33,,PM2.5,μg/m3,202503,16
32,Xitun,38,,RH,%,202503,75
32,Xitun,143,,WS_HR,m/sec,202503,2.1
33,Changhua,1,,SO2,ppb,202503,1
33,Changhua,2,,CO,ppm,202503,0.3
33,Changhua,3,,O3,ppb,202503,30
33,Changhua,4,,PM10,μg/m3,202503,27
33,Changhua,5,,NOx,ppb,202503,14
33,Changhua,6,,NO,ppb,202503,2.1
33,Changhua,7,,NO2,ppb,202503,11
33,Changhua,8,,THC,ppm,202503,2.22
33,Changhua,9,,NMHC,ppm,202503,0.09
33,Changhua,10,,WIND_SPEED,m/sec,202503,1.5
33,Changhua,14,,AMB_TEMP,℃,202503,20.2
33,Changhua,31,,CH4,ppm,202503,2.11
33,Changhua,33,,PM2.5,μg/m3,202503,16.3
33,Changhua,38,,RH,%,202503,72
33,Changhua,143,,WS_HR,m/sec,202503,1.1
34,Xianxi,1,,SO2,ppb,202503,1.4
